MP_id,Formula,Phase,Decomposition Energy,Band Gap,Formation Energy per atom,Structure,A_Ion_rad,A_BP,A_MP,A_Density,A_At_wt,A_Elec_Aff,A_Ion_Energy,A_Heat_fusion,A_Heat_vap,A_Electronegativity,A_At_num,A_Period,B_Ion_rad,B_BP,B_MP,B_Density,B_At_wt,B_Elec_Aff,B_Ion_Energy,B_Heat_fusion,B_Heat_vap,B_Electronegativity,B_At_num,B_Period,X_Ion_rad,X_BP,X_MP,X_Density,X_At_wt,X_Elec_Aff,X_Ion_Energy,X_Heat_fusion,X_Heat_vap,X_Electronegativity,X_At_num,X_Period,A Site,B Site,X Site
mp-617426,InFeBr3,Orthorhombic,0.624195615,0,-0.777436838,"Full Formula (In4 Fe4 Br12)
Reduced Formula: InFeBr3
abc   :   3.721589   9.207578  15.284974
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP       a         b         c    magmom
---  ----  ----  --------  --------  --------
  0  In    0.75  0.552078  0.672727     0.026
  1  In    0.25  0.447922  0.327273     0.026
  2  In    0.25  0.947922  0.172727     0.026
  3  In    0.75  0.052078  0.827273     0.026
  4  Fe    0.25  0.648519  0.950823     3.323
  5  Fe    0.75  0.851481  0.450823     3.323
  6  Fe    0.25  0.148519  0.549177     3.323
  7  Fe    0.75  0.351481  0.049177     3.323
  8  Br    0.25  0.015762  0.409472     0.16
  9  Br    0.75  0.236208  0.196489     0.085
 10  Br    0.25  0.692949  0.497436     0.118
 11  Br    0.75  0.736208  0.303511     0.085
 12  Br    0.25  0.515762  0.090528     0.16
 13  Br    0.25  0.192949  0.002564     0.118
 14  Br    0.75  0.807051  0.997436     0.118
 15  Br    0.75  0.984238  0.590528     0.16
 16  Br    0.75  0.484238  0.909472     0.16
 17  Br    0.25  0.263792  0.696489     0.085
 18  Br    0.75  0.307051  0.502564     0.118
 19  Br    0.25  0.763792  0.803511     0.085",0.8,2350,429.78,7.31,114.82,29,558.3,3.26,226.335,1.78,49,5,0.55,3023,1808,7.874,55.847,24,759.3,13.8,349.5,1.83,26,4,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,In,Fe,Br
mp-1224379,InSnBr3,Orthorhombic,-0.657259389,1.5767,-1.065154543,"Full Formula (In8 Sn8 Br24)
Reduced Formula: InSnBr3
abc   :  12.549993  12.063254  11.935474
angles:  63.057239  58.968634  57.974127
pbc   :       True       True       True
Sites (40)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  In    0.001383  0.501243  0.498757         0
  1  In    0.501243  0.001383  0.998617         0
  2  In    0.648642  0.01848   0.351358        -0
  3  In    0.476904  0.521703  0.857459         0
  4  In    0.142541  0.856066  0.523096         0
  5  In    0.01848   0.648642  0.98152          0
  6  In    0.521703  0.476904  0.143934         0
  7  In    0.856066  0.142541  0.478297         0
  8  Sn    0.64916   0.64916   0.35084          0
  9  Sn    0.368574  0.368574  0.631426         0
 10  Sn    0.148858  0.843562  0.156438         0
 11  Sn    0.843562  0.148858  0.851142         0
 12  Sn    0.751727  0.751727  0.748273         0
 13  Sn    0.251727  0.251727  0.248273         0
 14  Sn    0.989519  0.333343  0.010481         0
 15  Sn    0.333343  0.989519  0.666657         0
 16  Br    0.87727   0.14041   0.12273         -0
 17  Br    0.382623  0.613368  0.617377        -0
 18  Br    0.14041   0.87727   0.85959         -0
 19  Br    0.613368  0.382623  0.386632        -0
 20  Br    0.186963  0.186963  0.813037        -0
 21  Br    0.811987  0.811987  0.188013        -0
 22  Br    0.692241  0.312795  0.687205        -0
 23  Br    0.312795  0.692241  0.307759        -0
 24  Br    0.926811  0.835359  0.437054        -0
 25  Br    0.807938  0.432747  0.843407        -0
 26  Br    0.419985  0.938576  0.352153        -0
 27  Br    0.290791  0.337249  0.939039        -0
 28  Br    0.647847  0.710714  0.580015        -0
 29  Br    0.060961  0.567078  0.709209        -0
 30  Br    0.562946  0.199224  0.073189        -0
 31  Br    0.156593  0.084093  0.192062        -0
 32  Br    0.084093  0.156593  0.567253        -0
 33  Br    0.199224  0.562946  0.164641        -0
 34  Br    0.567078  0.060961  0.662751        -0
 35  Br    0.710714  0.647847  0.061424        -0
 36  Br    0.337249  0.290791  0.432922        -0
 37  Br    0.938576  0.419985  0.289286        -0
 38  Br    0.432747  0.807938  0.915907        -0
 39  Br    0.835359  0.926811  0.800776        -0",0.8,2350,429.78,7.31,114.82,29,558.3,3.26,226.335,1.78,49,5,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,In,Sn,Br
mp-998398,InSnBr3,Triclinic,-0.821400105,1.0975,-1.097982686,"Full Formula (In1 Sn1 Br3)
Reduced Formula: InSnBr3
abc   :   5.932798   5.959626   5.985730
angles:  85.063327  87.216029  88.380346
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  In    0.079587  0.105284  0.117589        -0
  1  Sn    0.487889  0.495695  0.480143         0
  2  Br    0.992828  0.478537  0.449512         0
  3  Br    0.46196   0.453697  0.951429         0
  4  Br    0.477733  0.976788  0.44133          0",0.8,2350,429.78,7.31,114.82,29,558.3,3.26,226.335,1.78,49,5,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,In,Sn,Br
mp-998555,InSnBr3,Trigonal,-0.872763255,1.7905,-1.108255316,"Full Formula (In2 Sn2 Br6)
Reduced Formula: InSnBr3
abc   :   8.259507   8.259507   8.259506
angles:  59.350778  59.350778  59.350777
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  In    0.705832  0.705832  0.705832        -0
  1  In    0.205832  0.205832  0.205832        -0
  2  Sn    0.002707  0.002707  0.002707         0
  3  Sn    0.502707  0.502707  0.502707         0
  4  Br    0.783763  0.141431  0.337769        -0
  5  Br    0.141431  0.337769  0.783763        -0
  6  Br    0.337769  0.783763  0.141431        -0
  7  Br    0.837769  0.641431  0.283763        -0
  8  Br    0.283763  0.837769  0.641431        -0
  9  Br    0.641431  0.283763  0.837769        -0",0.8,2350,429.78,7.31,114.82,29,558.3,3.26,226.335,1.78,49,5,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,In,Sn,Br
mp-998560,InSnCl3,Monoclinic,-1.432215431,2.0788,-1.283736969,"Full Formula (In1 Sn1 Cl3)
Reduced Formula: InSnCl3
abc   :   5.669548   5.669548   5.776513
angles:  88.638607  88.638607  88.795730
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  In    0.088899  0.088899  0.919564        -0
  1  Sn    0.488484  0.488484  0.530839         0
  2  Cl    0.00775   0.465901  0.559253        -0
  3  Cl    0.455298  0.455298  0.988157        -0
  4  Cl    0.465901  0.00775   0.559253        -0",0.8,2350,429.78,7.31,114.82,29,558.3,3.26,226.335,1.78,49,5,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,In,Sn,Cl
mp-1224255,InSnCl3,Orthorhombic,-1.288298223,1.8708,-1.254953527,"Full Formula (In8 Sn8 Cl24)
Reduced Formula: InSnCl3
abc   :  11.978611  11.573598  11.431991
angles:  62.752550  59.202020  58.045430
pbc   :       True       True       True
Sites (40)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  In    0.000247  0.500792  0.499208         0
  1  In    0.500792  0.000247  0.999753         0
  2  In    0.650965  0.018242  0.349035         0
  3  In    0.47682   0.522554  0.853836         0
  4  In    0.146164  0.85321   0.52318          0
  5  In    0.018242  0.650965  0.981758         0
  6  In    0.522554  0.47682   0.14679          0
  7  In    0.85321   0.146164  0.477446         0
  8  Sn    0.649766  0.649766  0.350234         0
  9  Sn    0.369293  0.369293  0.630707         0
 10  Sn    0.145945  0.842401  0.157599         0
 11  Sn    0.842401  0.145945  0.854055         0
 12  Sn    0.750245  0.750245  0.749755         0
 13  Sn    0.250245  0.250245  0.249755         0
 14  Sn    0.992352  0.330385  0.007648         0
 15  Sn    0.330385  0.992352  0.669615         0
 16  Cl    0.929669  0.832951  0.434588        -0
 17  Cl    0.810134  0.432568  0.844108        -0
 18  Cl    0.419981  0.938797  0.349382        -0
 19  Cl    0.292117  0.335385  0.938396        -0
 20  Cl    0.650618  0.708159  0.580019        -0
 21  Cl    0.061604  0.565899  0.707883        -0
 22  Cl    0.565412  0.197208  0.070331        -0
 23  Cl    0.155892  0.08681   0.189866        -0
 24  Cl    0.08681   0.155892  0.567432        -0
 25  Cl    0.197208  0.565412  0.167049        -0
 26  Cl    0.565899  0.061604  0.664614        -0
 27  Cl    0.708159  0.650618  0.061203        -0
 28  Cl    0.335385  0.292117  0.434101        -0
 29  Cl    0.938797  0.419981  0.291841        -0
 30  Cl    0.432568  0.810134  0.91319         -0
 31  Cl    0.832951  0.929669  0.802792        -0
 32  Cl    0.185655  0.185655  0.814345        -0
 33  Cl    0.810283  0.810283  0.189717        -0
 34  Cl    0.694528  0.310151  0.689849        -0
 35  Cl    0.310151  0.694528  0.305472        -0
 36  Cl    0.879306  0.141501  0.120694        -0
 37  Cl    0.385525  0.610222  0.614475        -0
 38  Cl    0.141501  0.879306  0.858499        -0
 39  Cl    0.610222  0.385525  0.389778        -0",0.8,2350,429.78,7.31,114.82,29,558.3,3.26,226.335,1.78,49,5,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,In,Sn,Cl
mp-998567,InSnCl3,Trigonal,-1.525211053,3.0433,-1.302336093,"Full Formula (In2 Sn2 Cl6)
Reduced Formula: InSnCl3
abc   :   8.133890   8.133890   8.133890
angles:  58.707012  58.707012  58.707008
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  In    0.86129   0.86129   0.86129         -0
  1  In    0.13871   0.13871   0.13871         -0
  2  Sn    0.663784  0.663784  0.663784         0
  3  Sn    0.336216  0.336216  0.336216         0
  4  Cl    0.735001  0.012305  0.48315          0
  5  Cl    0.48315   0.735001  0.012305         0
  6  Cl    0.012305  0.48315   0.735001         0
  7  Cl    0.264999  0.987695  0.51685          0
  8  Cl    0.987695  0.51685   0.264999         0
  9  Cl    0.51685   0.264999  0.987695         0",0.8,2350,429.78,7.31,114.82,29,558.3,3.26,226.335,1.78,49,5,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,In,Sn,Cl
mp-13819,KAgF3,Cubic,-0.365034562,0,-2.027937932,"Full Formula (K1 Ag1 F3)
Reduced Formula: KAgF3
abc   :   4.313309   4.313309   4.313309
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  K     0.5  0.5  0.5         0
  1  Ag    0    0    0           0
  2  F     0    0    0.5         0
  3  F     0.5  0    0           0
  4  F     0    0.5  0           0",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.15,2436,1235.08,10.5,107.868,125.7,731,11.3,250.63,1.93,47,5,1.33,85,53.55,1.696,18.9984,328,1681,0.26,3.2698,3.98,9,2,K,Ag,F
mp-1205357,KAgF3,Orthorhombic,-0.396241162,0,-2.034179252,"Full Formula (K4 Ag4 F12)
Reduced Formula: KAgF3
abc   :   5.996879   6.182875   8.503231
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP            a         b          c    magmom
---  ----  ---------  --------  ---------  --------
  0  K      0.009559  0.543329   0.25            -0
  1  K      0.490441  0.043329   0.25            -0
  2  K      0.990441  0.456671   0.75            -0
  3  K      0.509559  0.956671   0.75            -0
  4  Ag     0.5       0.5       -0               -0
  5  Ag    -0         0          0.5             -0
  6  Ag     0.5       0.5        0.5             -0
  7  Ag    -0         0         -0               -0
  8  F      0.943549  0.989439   0.25            -0
  9  F      0.556451  0.489439   0.25            -0
 10  F      0.056451  0.010561   0.75            -0
 11  F      0.443549  0.510561   0.75            -0
 12  F      0.279339  0.796268   0.468565        -0
 13  F      0.220661  0.296268   0.031435        -0
 14  F      0.720661  0.203732   0.968565        -0
 15  F      0.779339  0.703732   0.531435        -0
 16  F      0.720661  0.203732   0.531435        -0
 17  F      0.779339  0.703732   0.968565        -0
 18  F      0.279339  0.796268   0.031435        -0
 19  F      0.220661  0.296268   0.468565        -0",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.15,2436,1235.08,10.5,107.868,125.7,731,11.3,250.63,1.93,47,5,1.33,85,53.55,1.696,18.9984,328,1681,0.26,3.2698,3.98,9,2,K,Ag,F
mp-1112174,KAuBr3,Cubic,-0.510509414,0,-0.979931619,"Full Formula (K1 Au1 Br3)
Reduced Formula: KAuBr3
abc   :   5.413378   5.413378   5.413378
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  K     0.5  0.5  0.5        -0
  1  Au    0    0    0           0
  2  Br    0.5  0    0          -0
  3  Br    0    0    0.5        -0
  4  Br    0    0.5  0          -0",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.85,3130,1337.58,19.3,196.9665,222.74,890.1,12.36,324.43,2.54,79,6,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,K,Au,Br
mp-1110854,KAuCl3,Cubic,-1.157189028,0,-1.291864017,"Full Formula (K1 Au1 Cl3)
Reduced Formula: KAuCl3
abc   :   5.138475   5.138475   5.138475
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  K     0.5  0.5  0.5        -0
  1  Au    0    0    0           0
  2  Cl    0.5  0    0           0
  3  Cl    0    0    0.5         0
  4  Cl    0    0.5  0           0",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.85,3130,1337.58,19.3,196.9665,222.74,890.1,12.36,324.43,2.54,79,6,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,K,Au,Cl
mp-31045,KAuI3,Monoclinic,-0.47732829,0.6459,-0.917202082,"Full Formula (K4 Au4 I12)
Reduced Formula: KAuI3
abc   :   9.461424   7.368524  13.454761
angles:  59.101640  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP            a          b         c    magmom
---  ----  ---------  ---------  --------  --------
  0  K      0.117151   0.189077  0.251095         0
  1  K      0.617151   0.810923  0.248905         0
  2  K      0.882849   0.810923  0.748905         0
  3  K      0.382849   0.189077  0.751095         0
  4  Au     0.5        0.5       0               -0
  5  Au    -0          0.5       0.5             -0
  6  Au     0.5       -0         0.5             -0
  7  Au    -0         -0         0               -0
  8  I      0.152747   0.743962  0.965296         0
  9  I      0.652747   0.256038  0.534704         0
 10  I      0.847253   0.256038  0.034704         0
 11  I      0.347253   0.743962  0.465296         0
 12  I      0.992715   0.340775  0.730909         0
 13  I      0.492715   0.659225  0.769091         0
 14  I      0.007285   0.659225  0.269091         0
 15  I      0.507285   0.340775  0.230909         0
 16  I      0.159834   0.175412  0.532116        -0
 17  I      0.659834   0.824588  0.967884        -0
 18  I      0.840166   0.824588  0.467884        -0
 19  I      0.340166   0.175412  0.032116        -0",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.85,3130,1337.58,19.3,196.9665,222.74,890.1,12.36,324.43,2.54,79,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5,K,Au,I
mp-1211678,KBeF3,Orthorhombic,-0.540731467,7.0613,-3.406749262,"Full Formula (K4 Be4 F12)
Reduced Formula: KBeF3
abc   :   4.453567   5.416151  11.987147
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.278467  0.316996  0.35964          0
  1  K     0.221533  0.683004  0.85964          0
  2  K     0.721533  0.816996  0.14036          0
  3  K     0.778467  0.183004  0.64036          0
  4  Be    0.157286  0.29976   0.070513         0
  5  Be    0.342714  0.70024   0.570513         0
  6  Be    0.842714  0.79976   0.429487         0
  7  Be    0.657286  0.20024   0.929487         0
  8  F     0.230038  0.11876   0.163012         0
  9  F     0.269962  0.88124   0.663012         0
 10  F     0.769962  0.61876   0.336988         0
 11  F     0.730038  0.38124   0.836988         0
 12  F     0.231901  0.569364  0.090964        -0
 13  F     0.268099  0.430636  0.590964        -0
 14  F     0.768099  0.069364  0.409036        -0
 15  F     0.731901  0.930636  0.909036        -0
 16  F     0.805811  0.285394  0.044412         0
 17  F     0.694189  0.714606  0.544412         0
 18  F     0.194189  0.785394  0.455588         0
 19  F     0.305811  0.214606  0.955588         0",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.45,3243,1560,1.85,9.01218,-240,899.4,11.71,297,1.57,4,2,1.33,85,53.55,1.696,18.9984,328,1681,0.26,3.2698,3.98,9,2,K,Be,F
mp-998749,KCaBr3,Monoclinic,0.11465627,3.6852,-2.21810223,"Full Formula (K1 Ca1 Br3)
Reduced Formula: KCaBr3
abc   :   5.721592   5.721592   5.716307
angles:  89.898237  89.898237  89.886578
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.997533  0.997533  8.2e-05          0
  1  Ca    0.494794  0.494794  0.483119        -0
  2  Br    0.495556  0.997731  0.484841        -0
  3  Br    0.507937  0.507937  0.983841        -0
  4  Br    0.997731  0.495556  0.484841        -0",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,K,Ca,Br
mp-998599,KCaBr3,Orthorhombic,-0.15809556,4.4047,-2.272652596,"Full Formula (K2 Ca2 Br6)
Reduced Formula: KCaBr3
abc   :   4.267215   7.380736  10.754171
angles:  90.000764  90.000543 106.796968
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.252845  0.507515  0.999988        -0
  1  K     0.747137  0.492479  0.499988         0
  2  Ca    1.5e-05   2e-06     0.749996        -0
  3  Ca    0.999989  0.999996  0.249997         0
  4  Br    0.365634  0.730664  0.693216         0
  5  Br    0.63437   0.269333  0.193221         0
  6  Br    0.365587  0.730663  0.306787        -0
  7  Br    0.634419  0.269339  0.806787         0
  8  Br    0.926961  0.855699  0.999996         0
  9  Br    0.073046  0.144312  0.499999        -0",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,K,Ca,Br
mp-1211589,KCaCl3,Cubic,0.083356358,4.7635,-2.441813669,"Full Formula (K1 Ca1 Cl3)
Reduced Formula: KCaCl3
abc   :   5.393523   5.393523   5.393523
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  K     0    0    0           0
  1  Ca    0.5  0.5  0.5        -0
  2  Cl    0    0.5  0.5        -0
  3  Cl    0.5  0    0.5        -0
  4  Cl    0.5  0.5  0          -0",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,K,Ca,Cl
mp-998601,KCaCl3,Monoclinic,0.083021477,4.7457,-2.441880645,"Full Formula (K1 Ca1 Cl3)
Reduced Formula: KCaCl3
abc   :   5.407372   5.407372   5.406517
angles:  89.996044  89.996044  90.021713
pbc   :       True       True       True
Sites (5)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.998047  0.998047  1.5e-05         -0
  1  Ca    0.497894  0.497894  0.514787        -0
  2  Cl    0.999421  0.495523  0.517224        -0
  3  Cl    0.507289  0.507289  0.014859        -0
  4  Cl    0.495523  0.999421  0.517224        -0",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,K,Ca,Cl
mp-1211643,KCaCl3,Orthorhombic,-0.145309415,5.5615,-2.487546824,"Full Formula (K4 Ca4 Cl12)
Reduced Formula: KCaCl3
abc   :   7.208989   7.591696  10.457931
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a          b          c    magmom
---  ----  --------  ---------  ---------  --------
  0  K     0.024135   0.429724   0.25             0
  1  K     0.975865   0.570276   0.75             0
  2  K     0.524135   0.070276   0.75             0
  3  K     0.475865   0.929724   0.25             0
  4  Ca    0         -0         -0                0
  5  Ca    0.5        0.5       -0                0
  6  Ca    0         -0          0.5              0
  7  Ca    0.5        0.5        0.5              0
  8  Cl    0.305631   0.199559   0.053669        -0
  9  Cl    0.694369   0.800441   0.946331        -0
 10  Cl    0.805631   0.300441   0.946331        -0
 11  Cl    0.694369   0.800441   0.553669        -0
 12  Cl    0.194369   0.699559   0.053669        -0
 13  Cl    0.305631   0.199559   0.446331        -0
 14  Cl    0.194369   0.699559   0.446331        -0
 15  Cl    0.805631   0.300441   0.553669        -0
 16  Cl    0.602996   0.530157   0.25            -0
 17  Cl    0.397004   0.469843   0.75            -0
 18  Cl    0.102996   0.969843   0.75            -0
 19  Cl    0.897004   0.030157   0.25            -0",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,K,Ca,Cl
mp-998421,KCaCl3,Trigonal,-0.054528082,5.616,-2.469390557,"Full Formula (K2 Ca2 Cl6)
Reduced Formula: KCaCl3
abc   :   7.234241   7.234242   8.027073
angles:  63.216839  63.216839  60.000003
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.857654  0.857654  0.42704          0
  1  K     0.142347  0.142347  0.572958         0
  2  Ca    0.658957  0.658957  0.023128        -0
  3  Ca    0.341042  0.341043  0.976873        -0
  4  Cl    0.46426   0.703638  0.771552         0
  5  Cl    0.060549  0.46426   0.771552         0
  6  Cl    0.703639  0.06055   0.771552         0
  7  Cl    0.53574   0.296361  0.228448         0
  8  Cl    0.296362  0.939449  0.228447         0
  9  Cl    0.93945   0.53574   0.228447         0",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,K,Ca,Cl
mp-4950,KCaF3,Cubic,0.119321422,6.1392,-3.677446131,"Full Formula (K1 Ca1 F3)
Reduced Formula: KCaF3
abc   :   4.481726   4.481726   4.481726
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (5)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  K     0.5  0.5  0.5        -0
  1  Ca    0    0    0           0
  2  F     0    0.5  0          -0
  3  F     0    0    0.5        -0
  4  F     0.5  0    0          -0",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.33,85,53.55,1.696,18.9984,328,1681,0.26,3.2698,3.98,9,2,K,Ca,F
mp-643749,KCaF3,Monoclinic,0.010133685,6.8058,-3.699283678,"Full Formula (K4 Ca4 F12)
Reduced Formula: KCaF3
abc   :   8.874099   6.224743   6.272646
angles:  89.607810  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.25      0.000408  0.530246        -0
  1  K     0.75      0.999592  0.469754        -0
  2  K     0.25      0.502653  0.024532        -0
  3  K     0.75      0.497347  0.975468        -0
  4  Ca    0.5       0         0               -0
  5  Ca    0         0         0               -0
  6  Ca    0.5       0.5       0.5             -0
  7  Ca    0         0.5       0.5             -0
  8  F     0.25      0.064738  0.961942         0
  9  F     0.75      0.935262  0.038058         0
 10  F     0.25      0.431038  0.503343         0
 11  F     0.75      0.568962  0.496657         0
 12  F     0.523217  0.300241  0.200778         0
 13  F     0.476783  0.699759  0.799222         0
 14  F     0.023217  0.699759  0.799222         0
 15  F     0.976783  0.300241  0.200778         0
 16  F     0.45758   0.79761   0.297276         0
 17  F     0.54242   0.20239   0.702724         0
 18  F     0.95758   0.20239   0.702724         0
 19  F     0.04242   0.79761   0.297276         0",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.33,85,53.55,1.696,18.9984,328,1681,0.26,3.2698,3.98,9,2,K,Ca,F
mp-5926,KCaF3,Orthorhombic,0.020324193,6.6502,-3.697245577,"Full Formula (K4 Ca4 F12)
Reduced Formula: KCaF3
abc   :   6.127774   6.220626   8.715800
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (20)
  #  SP           a         b          c    magmom
---  ----  --------  --------  ---------  --------
  0  K     0.491188  0.039689   0.25            -0
  1  K     0.991188  0.460311   0.75            -0
  2  K     0.008812  0.539689   0.25            -0
  3  K     0.508812  0.960311   0.75            -0
  4  Ca    0         0         -0                0
  5  Ca    0.5       0.5       -0                0
  6  Ca    0.5       0.5        0.5              0
  7  Ca    0         0          0.5              0
  8  F     0.20675   0.291945   0.457001        -0
  9  F     0.70675   0.208055   0.542999        -0
 10  F     0.29325   0.791945   0.042999        -0
 11  F     0.79325   0.708055   0.957001        -0
 12  F     0.79325   0.708055   0.542999        -0
 13  F     0.29325   0.791945   0.457001        -0
 14  F     0.70675   0.208055   0.957001        -0
 15  F     0.20675   0.291945   0.042999        -0
 16  F     0.918341  0.971462   0.25            -0
 17  F     0.418341  0.528538   0.75            -0
 18  F     0.581659  0.471462   0.25            -0
 19  F     0.081659  0.028538   0.75            -0",1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.33,85,53.55,1.696,18.9984,328,1681,0.26,3.2698,3.98,9,2,K,Ca,F
